gar_bro_id,date,gmw_bro_id,nitg_code,tube_number,screen_top_m_nap,screen_bottom_m_nap,ground_level_m_nap,screen_depth_below_ground_m,NO3_mgL,NO3_limit,NH4_mgL,NH4_limit,NO2_mgL,NO2_limit,Cl_mgL,SO4_mgL
GAR000000004037,1967-10-25,GMW000000037656,B26E0028,3,-53.33,-54.33,-3.55,50.78,,,3.18,,,,,2458
GAR000000004038,1980-06-26,GMW000000037656,B26E0028,3,-53.33,-54.33,-3.55,50.78,0.02,LT,0.54,,0.006,LT,,2390
GAR000000062412,1993-07-09,GMW000000050651,B49D0120,6,-53.3,-54.3,2.3,56.6,,,,,,,,6099
GAR000000062524,1998-08-05,GMW000000050651,B49D0120,6,-53.3,-54.3,2.3,56.6,,,,,,,,5868
GAR000000062575,1992-10-06,GMW000000050651,B49D0120,6,-53.3,-54.3,2.3,56.6,,,,,,,,6994
GAR000000062680,1994-05-26,GMW000000050651,B49D0120,6,-53.3,-54.3,2.3,56.6,,,,,,,,6350
GAR000000062780,1991-11-14,GMW000000050651,B49D0120,6,-53.3,-54.3,2.3,56.6,,,,,,,,6603
GAR000000062788,1996-06-04,GMW000000050651,B49D0120,6,-53.3,-54.3,2.3,56.6,,,,,,,,6027
GAR000000004631,1967-10-31,GMW000000011598,B26E0021,2,-53.25,-54.25,-3.6,50.65,,,2.95,,0.006,LT,,2245
GAR000000005033,1994-11-18,GMW000000037702,B20G0034,3,-53.02,-54.02,-3.21,50.81,0.01,LT,3.11,,0.01,LT,16,1880
GAR000000005034,1997-09-22,GMW000000037702,B20G0034,3,-53.02,-54.02,-3.21,50.81,0.11,LT,3.73,,0.006,LT,15,2000
GAR000000005035,2003-01-16,GMW000000037702,B20G0034,3,-53.02,-54.02,-3.21,50.81,0.11,LT,4.12,,0.006,LT,14,2000
GAR000000004050,1972-09-21,GMW000000011590,B26E0033,3,-53.0,-54.0,-3.2,50.8,,,0.02,,0.006,LT,,1155
GAR000000004051,1984-10-31,GMW000000011590,B26E0033,3,-53.0,-54.0,-3.2,50.8,0.02,LT,0.41,,0.006,LT,,1180
GAR000000009963,1972-01-01,GMW000000048985,B38D0262,3,-52.972,-53.972,-1.556,52.42,,,,,,,,990
GAR000000055794,1990-09-28,GMW000000051046,B48E0121,6,-52.9,-53.9,0.6,54.5,,,,,,,,13200
GAR000000056153,1993-06-23,GMW000000051046,B48E0121,6,-52.9,-53.9,0.6,54.5,,,,,,,,12730
GAR000000056371,1995-08-16,GMW000000051046,B48E0121,6,-52.9,-53.9,0.6,54.5,,,,,,,,12774
GAR000000056409,1991-05-13,GMW000000051046,B48E0121,6,-52.9,-53.9,0.6,54.5,,,,,,,,14915
GAR000000056440,1993-01-01,GMW000000051046,B48E0121,6,-52.9,-53.9,0.6,54.5,,,,,,,,13431
GAR000000004287,1984-12-11,GMW000000037742,B26B0062,2,-52.88,-53.88,-3.92,49.96,0.02,LT,63.79,,0.006,LT,,5620
GAR000000004288,1991-07-31,GMW000000037742,B26B0062,2,-52.88,-53.88,-3.92,49.96,0.0045,LT,44.34,,0.006,LT,25.6,5418
GAR000000004289,1998-11-19,GMW000000037742,B26B0062,2,-52.88,-53.88,-3.92,49.96,0.38,,0.03,LT,0.006,LT,25,5600
GAR000000004636,1967-10-12,GMW000000037649,B26E0024,3,-52.82,-53.82,-3.42,50.4,0.0045,LT,0.54,,0.006,,,120
GAR000000004637,1986-11-27,GMW000000037649,B26E0024,3,-52.82,-53.82,-3.42,50.4,0.22,LT,0.6,,0.006,LT,,67
GAR000000050542,2021-11-23,GMW000000083471,B04F0055,7,-51.81,-53.81,4.29,58.1,0.05,LT,1.37,,0.01,LT,5.29,5137.1
GAR000000064657,2024-10-28,GMW000000083471,B04F0055,7,-51.81,-53.81,4.29,58.1,0.05,LT,0.15,,0.01,LT,4.85,44.13
GAR000000005319,1977-03-11,GMW000000037708,B21C0112,2,-52.79,-53.79,-2.79,51.0,0.0045,LT,3.73,,0.003,,,48
GAR000000005320,1990-11-05,GMW000000037708,B21C0112,2,-52.79,-53.79,-2.79,51.0,0.0045,LT,2.87,,0.006,LT,7.7,66
GAR000000005321,1996-12-10,GMW000000037708,B21C0112,2,-52.79,-53.79,-2.79,51.0,0.11,LT,3.96,,0.006,,6.1,92
GAR000000005322,2003-01-15,GMW000000037708,B21C0112,2,-52.79,-53.79,-2.79,51.0,0.11,LT,3.5,,0.006,LT,6.2,90
GAR000000004645,1967-10-04,GMW000000037670,B26E0025,2,-52.77,-53.77,-3.12,50.65,0.0045,LT,0.62,,0.006,LT,,100
GAR000000004646,1980-06-26,GMW000000037670,B26E0025,2,-52.77,-53.77,-3.12,50.65,0.02,LT,0.11,,0.006,LT,,115
GAR000000004647,1990-11-19,GMW000000037670,B26E0025,2,-52.77,-53.77,-3.12,50.65,0.0045,LT,0.42,,0.006,LT,3.1,69
GAR000000004648,1997-10-02,GMW000000037670,B26E0025,2,-52.77,-53.77,-3.12,50.65,0.11,LT,0.53,,0.006,LT,3.2,67
GAR000000004649,2003-01-23,GMW000000037670,B26E0025,2,-52.77,-53.77,-3.12,50.65,0.11,LT,0.49,,0.006,LT,3.2,98
GAR000000004044,1972-09-15,GMW000000037735,B26E0032,3,-52.62,-53.62,-3.03,50.59,,,0.58,,0.006,LT,,13
GAR000000004045,1984-10-31,GMW000000037735,B26E0032,3,-52.62,-53.62,-3.03,50.59,0.02,LT,0.7,,0.006,LT,,8
GAR000000004046,1990-11-19,GMW000000037735,B26E0032,3,-52.62,-53.62,-3.03,50.59,0.0045,LT,0.61,,0.006,LT,1,10
GAR000000004350,1984-11-16,GMW000000037749,B26C0109,3,-52.5,-53.5,-3.0,50.5,0.02,LT,3.5,,0.006,LT,,2140
GAR000000004351,1991-07-30,GMW000000037749,B26C0109,3,-52.5,-53.5,-3.0,50.5,0.0045,LT,1.32,,0.006,LT,3.1,2039
GAR000000004352,1998-11-17,GMW000000037749,B26C0109,3,-52.5,-53.5,-3.0,50.5,0.11,LT,1.78,,0.006,LT,3.7,2100
GAR000000004604,1990-10-23,GMW000000037671,B26E0018,3,-52.49,-53.49,-3.69,49.8,0.0045,LT,5.36,,0.006,LT,1.4,1782
GAR000000004605,1997-10-01,GMW000000037671,B26E0018,3,-52.49,-53.49,-3.69,49.8,0.11,LT,7.39,,0.006,LT,2.7,1900
GAR000000004606,2003-01-20,GMW000000037671,B26E0018,3,-52.49,-53.49,-3.69,49.8,0.11,LT,7.15,,0.006,LT,2.4,1900
GAR000000005018,1964-03-20,GMW000000037693,B20G0013,3,-52.42,-53.42,-4.16,49.26,0.0045,LT,3.73,,0.006,LT,,1500
GAR000000005019,1987-09-16,GMW000000037693,B20G0013,3,-52.42,-53.42,-4.16,49.26,0.22,LT,3.65,,0.006,LT,,1450
GAR000000052460,1982-06-25,GMW000000022762,B49E0222,3,-51.36,-53.36,14.33,67.69,,,,,,,,
GAR000000004594,1964-11-19,GMW000000037626,B26E0013,3,-52.15,-53.15,-3.45,49.7,,,2.48,,0.006,LT,,1505
GAR000000004595,1966-04-27,GMW000000037626,B26E0013,3,-52.15,-53.15,-3.45,49.7,,,2.56,,0.006,LT,,1480
GAR000000004614,1990-11-15,GMW000000037696,B26E0019,3,-52.11,-53.11,-3.08,50.03,0.0045,LT,2.02,,0.006,LT,0.9,1153
GAR000000004615,1997-10-01,GMW000000037696,B26E0019,3,-52.11,-53.11,-3.08,50.03,0.11,LT,2.8,,0.006,LT,1.3,1200
GAR000000004616,2003-01-20,GMW000000037696,B26E0019,3,-52.11,-53.11,-3.08,50.03,0.11,LT,2.87,,0.006,LT,1,1200
GAR000000005103,1966-03-09,GMW000000037679,B20H0014,3,-52.04,-53.04,-3.78,49.26,,,2.8,,,,,1260
GAR000000005104,1990-11-08,GMW000000037679,B20H0014,3,-52.04,-53.04,-3.78,49.26,0.0045,LT,1.71,,0.006,LT,1.9,1255
GAR000000005105,1996-12-11,GMW000000037679,B20H0014,3,-52.04,-53.04,-3.78,49.26,0.11,LT,2.33,,0.003,LT,3.3,1300
GAR000000005106,2003-01-16,GMW000000037679,B20H0014,3,-52.04,-53.04,-3.78,49.26,0.11,LT,2.33,,0.006,LT,2.3,1300
GAR000000005009,1980-01-24,GMW000000037705,B20G0010,2,-52.03,-53.03,-4.44,48.59,0.02,,2.56,,,,,2160
GAR000000005010,1987-08-04,GMW000000037705,B20G0010,2,-52.03,-53.03,-4.44,48.59,0.22,LT,10.89,,0.006,LT,,1550
GAR000000005011,1990-10-23,GMW000000037705,B20G0010,2,-52.03,-53.03,-4.44,48.59,0.0045,LT,1.71,,0.006,LT,2.4,2312
GAR000000005012,1996-12-11,GMW000000037705,B20G0010,2,-52.03,-53.03,-4.44,48.59,0.11,LT,2.41,,0.006,,4.2,2600
GAR000000005013,2003-01-16,GMW000000037705,B20G0010,2,-52.03,-53.03,-4.44,48.59,0.11,LT,2.41,,0.006,LT,3.9,2700
GAR000000004861,1990-10-24,GMW000000037621,B16C0019,3,-52.02,-53.02,-3.66,49.36,0.0045,LT,2.17,,0.006,LT,8.5,28
GAR000000004862,1996-10-29,GMW000000037621,B16C0019,3,-52.02,-53.02,-3.66,49.36,0.11,LT,2.56,,0.003,,8.3,36
GAR000000004863,2003-01-22,GMW000000037621,B16C0019,3,-52.02,-53.02,-3.66,49.36,0.11,LT,3.03,,0.006,LT,7.9,38
GAR000000009599,1980-01-01,GMW000000051292,B31B0047,2,-52.0,-53.0,-1.5,51.5,,,,,,,,40
GAR000000038177,1990-12-13,GMW000000026759,B33D0125,3,-51.982,-52.982,52.48,105.46,3.12,,0.01,LT,,,0.61,16.26
GAR000000038178,1992-11-09,GMW000000026759,B33D0125,3,-51.982,-52.982,52.48,105.46,4.6,,0.01,LT,,,0.26,16.91
GAR000000038179,1993-12-22,GMW000000026759,B33D0125,3,-51.982,-52.982,52.48,105.46,0.615,,,,,,0.36,8.93
GAR000000038183,1991-12-11,GMW000000026759,B33D0125,3,-51.982,-52.982,52.48,105.46,3.39,,0.01,LT,,,0.54,14.45
GAR000000038188,1994-05-31,GMW000000026759,B33D0125,3,-51.982,-52.982,52.48,105.46,4.147,,0.014,LT,,,0.228,15.481
GAR000000038189,1997-07-24,GMW000000026759,B33D0125,3,-51.982,-52.982,52.48,105.46,2.536,,0.014,LT,,,,13.613
GAR000000038195,1995-05-03,GMW000000026759,B33D0125,3,-51.982,-52.982,52.48,105.46,3.187,,0.014,LT,,,,14.485
GAR000000038196,1996-05-14,GMW000000026759,B33D0125,3,-51.982,-52.982,52.48,105.46,2.746,,0.014,LT,,,,14.003
GAR000000038197,2004-08-12,GMW000000026759,B33D0125,3,-51.982,-52.982,52.48,105.46,3.08,,0.21,,,,0.6,14.1
GAR000000038198,2008-07-03,GMW000000026759,B33D0125,3,-51.982,-52.982,52.48,105.46,3.423,,0.622,,,,0.9,13.88
GAR000000038203,2012-04-03,GMW000000026759,B33D0125,3,-51.982,-52.982,52.48,105.46,5.824,,0.16,LT,,,0.5,15.66
GAR000000038211,2016-07-06,GMW000000026759,B33D0125,3,-51.982,-52.982,52.48,105.46,6.478,,0.05,LT,,,0.3,15.69
GAR000000038212,2020-07-22,GMW000000026759,B33D0125,3,-51.982,-52.982,52.48,105.46,5.741,,0.047,LT,,,3.2,13.329
GAR000000063924,2024-05-13,GMW000000026759,B33D0125,3,-51.982,-52.982,52.48,105.46,7.004,,0.047,LT,,,3.2,12.445
GAR000000069750,2015-11-10,GMW000000026759,B33D0125,3,-51.982,-52.982,52.48,105.46,6.1,,0.05,LT,0.01,,5,16
GAR000000069770,2018-03-15,GMW000000026759,B33D0125,3,-51.982,-52.982,52.48,105.46,5.1,,0.05,LT,0.01,LT,5,14
GAR000000060708,1993-01-01,GMW000000057258,B42D0059,7,-51.9,-52.9,0.95,53.85,,,,,,,,18392
GAR000000060781,1991-05-13,GMW000000057258,B42D0059,7,-51.9,-52.9,0.95,53.85,,,,,,,,16005
GAR000000061321,1998-08-13,GMW000000057258,B42D0059,7,-51.9,-52.9,0.95,53.85,,,,,,,,15475
GAR000000061471,1990-09-28,GMW000000057258,B42D0059,7,-51.9,-52.9,0.95,53.85,,,,,,,,16915
GAR000000004585,1966-03-09,GMW000000037716,B26E0012,3,-51.89,-52.89,-3.55,49.34,,,3.18,,,,,1590
GAR000000004586,1990-10-23,GMW000000037716,B26E0012,3,-51.89,-52.89,-3.55,49.34,0.0045,LT,8.55,,0.006,LT,1.3,1544
GAR000000004587,1997-10-01,GMW000000037716,B26E0012,3,-51.89,-52.89,-3.55,49.34,0.11,LT,6.14,,0.006,LT,2.2,1600
GAR000000004588,2003-01-21,GMW000000037716,B26E0012,3,-51.89,-52.89,-3.55,49.34,0.11,LT,5.75,,0.006,LT,2,1600
GAR000000061878,1991-11-14,GMW000000057307,B49D0114,6,-51.86,-52.86,1.25,54.11,,,,,,,,1750
GAR000000061920,1992-09-01,GMW000000057307,B49D0114,6,-51.86,-52.86,1.25,54.11,,,,,,,,2993
GAR000000062335,1996-06-04,GMW000000057307,B49D0114,6,-51.86,-52.86,1.25,54.11,,,,,,,,1659
GAR000000062401,1993-07-09,GMW000000057307,B49D0114,6,-51.86,-52.86,1.25,54.11,,,,,,,,1663
GAR000000062624,2011-07-20,GMW000000057307,B49D0114,6,-51.86,-52.86,1.25,54.11,,,,,,,,2800
GAR000000062732,1998-08-05,GMW000000057307,B49D0114,6,-51.86,-52.86,1.25,54.11,,,,,,,,1650
GAR000000062764,1994-05-20,GMW000000057307,B49D0114,6,-51.86,-52.86,1.25,54.11,,,,,,,,1649
GAR000000004244,1990-11-08,GMW000000037633,B26F0061,3,-51.81,-52.81,-3.36,49.45,0.0045,LT,1.32,,0.006,LT,2.8,1264
GAR000000004245,1997-10-01,GMW000000037633,B26F0061,3,-51.81,-52.81,-3.36,49.45,0.11,LT,1.78,,0.006,LT,3.4,1300
GAR000000004246,2003-01-20,GMW000000037633,B26F0061,3,-51.81,-52.81,-3.36,49.45,0.11,LT,1.71,,0.006,LT,3.2,1300
GAR000000005200,1987-10-07,GMW000000037740,B21A0053,3,-51.78,-52.78,-2.92,49.86,0.22,LT,2.02,,0.006,LT,,555
GAR000000005201,1990-10-25,GMW000000037740,B21A0053,3,-51.78,-52.78,-2.92,49.86,0.0045,LT,1.55,,0.006,LT,9.2,564
GAR000000005202,1996-11-27,GMW000000037740,B21A0053,3,-51.78,-52.78,-2.92,49.86,0.11,LT,1.94,,0.003,LT,9.6,540
GAR000000005203,2006-06-06,GMW000000037740,B21A0053,3,-51.78,-52.78,-2.92,49.86,0.01,LT,1.55,,0.003,LT,,560
GAR000000004249,1964-12-23,GMW000000037692,B26F0062,3,-51.77,-52.77,-3.65,49.12,0.0045,LT,1.16,,0.006,LT,,1107
GAR000000003858,1970-02-05,GMW000000037748,B26F0087,3,-51.76,-52.76,-2.43,50.33,,,0.6,,0.006,LT,,1504
GAR000000003859,1980-09-09,GMW000000037748,B26F0087,3,-51.76,-52.76,-2.43,50.33,0.04,,1.47,,0.006,LT,,2720
GAR000000003860,1997-10-03,GMW000000037748,B26F0087,3,-51.76,-52.76,-2.43,50.33,0.11,LT,1.08,,0.006,LT,1.6,2500
GAR000000003861,2003-01-20,GMW000000037748,B26F0087,3,-51.76,-52.76,-2.43,50.33,0.11,LT,1.08,,0.006,LT,1.3,2200
GAR000000053641,1990-09-27,GMW000000057352,B48B0115,6,-51.7,-52.7,1.2,53.9,,,,,,,,18915
GAR000000053693,1993-06-23,GMW000000057352,B48B0115,6,-51.7,-52.7,1.2,53.9,,,,,,,,16391
GAR000000053775,1995-08-15,GMW000000057352,B48B0115,6,-51.7,-52.7,1.2,53.9,,,,,,,,18266
GAR000000054331,1997-06-01,GMW000000057352,B48B0115,6,-51.7,-52.7,1.2,53.9,,,,,,,,18087
GAR000000054392,1993-01-01,GMW000000057352,B48B0115,6,-51.7,-52.7,1.2,53.9,,,,,,,,20477
GAR000000062197,1967-04-05,GMW000000045003,B49D0059,6,-51.7,-52.7,1.25,53.95,,,,,,,,10088
GAR000000004010,1958-02-17,GMW000000037715,B27A0005,3,-51.6,-52.6,-1.5,51.1,0.0045,LT,0.14,,0.006,LT,,173
GAR000000004011,1958-05-28,GMW000000037715,B27A0005,3,-51.6,-52.6,-1.5,51.1,0.0045,LT,0.1,,0.006,LT,,161
GAR000000004012,1959-02-03,GMW000000037715,B27A0005,3,-51.6,-52.6,-1.5,51.1,0.0045,LT,0.07,,0.006,LT,,108
GAR000000004013,1962-12-19,GMW000000037715,B27A0005,3,-51.6,-52.6,-1.5,51.1,0.0045,LT,0.07,,,,,216
GAR000000004014,1985-09-19,GMW000000037715,B27A0005,3,-51.6,-52.6,-1.5,51.1,0.02,LT,0.1,,0.006,LT,,50
GAR000000004270,1984-11-16,GMW000000037617,B26B0054,2,-51.55,-52.55,-3.84,48.71,0.02,LT,2.17,,0.006,LT,,345
GAR000000004271,1991-08-05,GMW000000037617,B26B0054,2,-51.55,-52.55,-3.84,48.71,0.0045,LT,1.16,,0.006,LT,2.9,379
GAR000000004272,1998-11-09,GMW000000037617,B26B0054,2,-51.55,-52.55,-3.84,48.71,0.11,LT,1.47,,0.006,LT,2.8,340
GAR000000004663,1968-09-13,GMW000000037710,B26E0026,3,-51.35,-52.35,-2.96,49.39,0.0045,LT,0.27,,0.006,LT,,11
GAR000000004664,1984-10-31,GMW000000037710,B26E0026,3,-51.35,-52.35,-2.96,49.39,0.02,LT,0.2,,0.006,LT,,8
GAR000000004665,1990-11-15,GMW000000037710,B26E0026,3,-51.35,-52.35,-2.96,49.39,0.0045,LT,0.16,,0.006,LT,0.4,8
GAR000000004666,1997-10-07,GMW000000037710,B26E0026,3,-51.35,-52.35,-2.96,49.39,0.11,LT,0.17,,0.006,LT,0.5,9
GAR000000004667,2003-01-21,GMW000000037710,B26E0026,3,-51.35,-52.35,-2.96,49.39,0.11,LT,0.16,,0.006,LT,0.5,10
GAR000000061885,1992-10-06,GMW000000050974,B49D0097,6,-51.31,-52.31,1.67,53.98,,,,,,,,1392
GAR000000062441,1994-05-20,GMW000000050974,B49D0097,6,-51.31,-52.31,1.67,53.98,,,,,,,,1284
GAR000000062541,1991-11-14,GMW000000050974,B49D0097,6,-51.31,-52.31,1.67,53.98,,,,,,,,1342
GAR000000062549,2011-09-07,GMW000000050974,B49D0097,6,-51.31,-52.31,1.67,53.98,,,,,,,,1000
GAR000000062630,1993-07-09,GMW000000050974,B49D0097,6,-51.31,-52.31,1.67,53.98,,,,,,,,1258
GAR000000003918,1955-11-09,GMW000000037639,B26G0002,3,-51.2,-52.2,2.8,55.0,0.0045,LT,0.07,,0.006,LT,,11
GAR000000003919,1963-04-17,GMW000000037639,B26G0002,3,-51.2,-52.2,2.8,55.0,,,0.13,,0.006,,,7
GAR000000059725,1990-09-27,GMW000000050653,B42G0037,6,-51.2,-52.2,1.0,53.2,,,,,,,,16995
GAR000000059949,1993-01-01,GMW000000050653,B42G0037,6,-51.2,-52.2,1.0,53.2,,,,,,,,17031
GAR000000060428,1991-05-13,GMW000000050653,B42G0037,6,-51.2,-52.2,1.0,53.2,,,,,,,,17865
GAR000000060490,1993-06-22,GMW000000050653,B42G0037,6,-51.2,-52.2,1.0,53.2,,,,,,,,15897
GAR000000060810,1995-08-15,GMW000000050922,B42D0056,6,-51.2,-52.2,1.8,54.0,,,,,,,,17110
GAR000000061063,1993-01-01,GMW000000050922,B42D0056,6,-51.2,-52.2,1.8,54.0,,,,,,,,17815
GAR000000061388,1991-05-13,GMW000000050922,B42D0056,6,-51.2,-52.2,1.8,54.0,,,,,,,,18070
GAR000000061535,1990-09-27,GMW000000050922,B42D0056,6,-51.2,-52.2,1.8,54.0,,,,,,,,17440
GAR000000061536,1993-06-23,GMW000000050922,B42D0056,6,-51.2,-52.2,1.8,54.0,,,,,,,,16391
GAR000000004223,1965-11-10,GMW000000037629,B26F0060,3,-51.17,-52.17,-2.62,49.55,,,1.78,,0.006,LT,,1205
GAR000000004224,1981-11-19,GMW000000037629,B26F0060,3,-51.17,-52.17,-2.62,49.55,0.02,LT,1.16,,0.006,LT,,1230
GAR000000004225,1997-10-02,GMW000000037629,B26F0060,3,-51.17,-52.17,-2.62,49.55,0.11,LT,0.2,,0.006,LT,1.2,1200
GAR000000004226,2003-01-20,GMW000000037629,B26F0060,3,-51.17,-52.17,-2.62,49.55,0.11,LT,1.63,,0.006,LT,1,1200
GAR000000059919,1992-01-08,GMW000000057279,B42F0119,7,-51.1,-52.1,0.0,52.1,,,,,,,,15971
GAR000000060147,1993-01-01,GMW000000057279,B42F0119,7,-51.1,-52.1,0.0,52.1,,,,,,,,13649
GAR000000060265,1990-09-10,GMW000000057279,B42F0119,7,-51.1,-52.1,0.0,52.1,,,,,,,,15725
GAR000000060272,1993-06-16,GMW000000057279,B42F0119,7,-51.1,-52.1,0.0,52.1,,,,,,,,13211
GAR000000060452,1995-08-07,GMW000000057279,B42F0119,7,-51.1,-52.1,0.0,52.1,,,,,,,,13815
GAR000000055728,1997-10-07,GMW000000057309,B48E0080,2,-51.0,-52.0,0.9,52.9,,,,,,,,14568
GAR000000055801,1993-01-01,GMW000000057309,B48E0080,2,-51.0,-52.0,0.9,52.9,,,,,,,,17917
GAR000000055944,1993-06-22,GMW000000057309,B48E0080,2,-51.0,-52.0,0.9,52.9,,,,,,,,16479
GAR000000056062,1990-09-28,GMW000000057309,B48E0080,2,-51.0,-52.0,0.9,52.9,,,,,,,,15540
GAR000000056094,1991-05-13,GMW000000057309,B48E0080,2,-51.0,-52.0,0.9,52.9,,,,,,,,16300
GAR000000056308,1995-08-16,GMW000000057309,B48E0080,2,-51.0,-52.0,0.9,52.9,,,,,,,,15086
GAR000000052695,1993-01-01,GMW000000051080,B48F0122,5,-50.9,-51.9,,,,,,,,,,17509
GAR000000052819,1990-05-13,GMW000000051080,B48F0122,5,-50.9,-51.9,,,,,,,,,,19340
GAR000000053189,1997-06-26,GMW000000051080,B48F0122,5,-50.9,-51.9,,,,,,,,,,16223
GAR000000053317,1990-09-28,GMW000000051080,B48F0122,5,-50.9,-51.9,,,,,,,,,,17695
GAR000000053337,1993-06-22,GMW000000051080,B48F0122,5,-50.9,-51.9,,,,,,,,,,17013
GAR000000053355,1988-10-27,GMW000000045687,B48G0059,5,-50.9,-51.9,0.45,52.35,,,1.51,,,,,15950
GAR000000053530,1995-08-14,GMW000000051080,B48F0122,5,-50.9,-51.9,,,,,,,,,,17283
GAR000000005305,1964-01-31,GMW000000037700,B21C0075,3,-50.81,-51.81,-2.56,49.25,0.0045,LT,4.35,,0.006,LT,,111
GAR000000005306,1981-06-01,GMW000000037700,B21C0075,3,-50.81,-51.81,-2.56,49.25,0.02,LT,5.44,,0.006,LT,,175
GAR000000005307,1987-10-16,GMW000000037700,B21C0075,3,-50.81,-51.81,-2.56,49.25,0.22,LT,5.6,,0.006,LT,,240
GAR000000005308,1990-11-05,GMW000000037700,B21C0075,3,-50.81,-51.81,-2.56,49.25,0.0045,LT,4.43,,0.006,LT,9.9,275
GAR000000005309,1996-12-10,GMW000000037700,B21C0075,3,-50.81,-51.81,-2.56,49.25,0.11,LT,5.67,,0.003,LT,8,340
GAR000000005310,2003-01-15,GMW000000037700,B21C0075,3,-50.81,-51.81,-2.56,49.25,0.11,LT,6.14,,0.006,LT,7.8,400
GAR000000055832,1995-08-14,GMW000000050909,B48E0125,5,-50.6,-51.6,2.8,54.4,,,,,,,,13699
GAR000000056145,1993-01-01,GMW000000050909,B48E0125,5,-50.6,-51.6,2.8,54.4,,,,,,,,15338
GAR000000056357,1990-09-28,GMW000000050909,B48E0125,5,-50.6,-51.6,2.8,54.4,,,,,,,,14550
GAR000000056366,1993-06-22,GMW000000050909,B48E0125,5,-50.6,-51.6,2.8,54.4,,,,,,,,16724
GAR000000056490,1991-05-13,GMW000000050909,B48E0125,5,-50.6,-51.6,2.8,54.4,,,,,,,,15402
GAR000000003873,1970-06-22,GMW000000037709,B26F0089,2,-50.43,-51.43,-3.22,48.21,0.0045,LT,0.09,,0.006,LT,,12
GAR000000003874,1996-12-11,GMW000000037709,B26F0089,2,-50.43,-51.43,-3.22,48.21,0.11,LT,0.07,,0.003,LT,1.3,540
GAR000000003875,2003-01-17,GMW000000037709,B26F0089,2,-50.43,-51.43,-3.22,48.21,0.11,LT,0.04,,0.006,LT,1.8,630
GAR000000060687,1995-08-18,GMW000000057326,B42D0058,6,-50.42,-51.42,,,,,,,,,,19364
GAR000000060710,1997-06-01,GMW000000057326,B42D0058,6,-50.42,-51.42,,,,,,,,,,19506
GAR000000061124,1993-01-01,GMW000000057326,B42D0058,6,-50.42,-51.42,,,,,,,,,,20114
GAR000000061256,1991-05-13,GMW000000057326,B42D0058,6,-50.42,-51.42,,,,,,,,,,20053
GAR000000061559,1993-06-21,GMW000000057326,B42D0058,6,-50.42,-51.42,,,,,,,,,,19044
GAR000000055775,1995-09-01,GMW000000057317,B48E0134,6,-50.4,-51.4,2.0,53.4,,,,,,,,12370
GAR000000056049,1990-09-28,GMW000000057317,B48E0134,6,-50.4,-51.4,2.0,53.4,,,,,,,,12100
GAR000000056163,1991-05-13,GMW000000057317,B48E0134,6,-50.4,-51.4,2.0,53.4,,,,,,,,12942
GAR000000056360,1997-07-01,GMW000000057317,B48E0134,6,-50.4,-51.4,2.0,53.4,,,,,,,,11632
GAR000000056379,1993-06-22,GMW000000057317,B48E0134,6,-50.4,-51.4,2.0,53.4,,,,,,,,5050
GAR000000056571,1993-01-01,GMW000000057317,B48E0134,6,-50.4,-51.4,2.0,53.4,,,,,,,,12054
GAR000000065519,2024-08-21,GMW000000052043,B03D0016,2,-50.31,-51.31,0.55,51.86,0.05,LT,10.5,,0.01,LT,11.34,10989.69
GAR000000000963,1991-07-09,GMW000000023976,B32B0216,3,-50.2,-51.2,0.09,51.29,0.03,LT,0.09,,,,0.35,7.61
GAR000000000964,2006-03-30,GMW000000023976,B32B0216,3,-50.2,-51.2,0.09,51.29,0.05,LT,0.16,,0.01,,,15
GAR000000000965,2007-09-01,GMW000000023976,B32B0216,3,-50.2,-51.2,0.09,51.29,0.71,,0.12,,0.01,LT,,10
GAR000000000966,2008-09-16,GMW000000023976,B32B0216,3,-50.2,-51.2,0.09,51.29,0.1,LT,0.06,,0.01,LT,,10
GAR000000004273,1984-12-11,GMW000000054236,B26B0055,3,-50.0,-51.0,-3.92,47.08,0.02,LT,1.08,,0.006,LT,,23
GAR000000004573,1957-09-11,GMW000000037685,B26E0004,2,-49.94,-50.94,2.74,53.68,0.0045,LT,0.77,,0.006,LT,,20
GAR000000004574,1986-01-23,GMW000000037685,B26E0004,2,-49.94,-50.94,2.74,53.68,0.22,LT,0.34,,0.01,,,8
GAR000000004575,2003-01-21,GMW000000037685,B26E0004,2,-49.94,-50.94,2.74,53.68,0.11,LT,0.26,,0.006,LT,1.5,27
GAR000000055645,1974-06-01,GMW000000044845,B48E0069,3,-49.9,-50.9,1.45,52.35,,,,,,,,5866
GAR000000055670,1972-07-01,GMW000000044845,B48E0069,3,-49.9,-50.9,1.45,52.35,,,,,,,,5895
GAR000000055703,1979-10-01,GMW000000044845,B48E0069,3,-49.9,-50.9,1.45,52.35,,,,,,,,5940
GAR000000055762,1973-03-01,GMW000000044845,B48E0069,3,-49.9,-50.9,1.45,52.35,,,,,,,,113
GAR000000055822,1958-08-14,GMW000000044845,B48E0069,3,-49.9,-50.9,1.45,52.35,,,,,,,,5800
GAR000000056107,1977-10-01,GMW000000044845,B48E0069,3,-49.9,-50.9,1.45,52.35,,,,,,,,5600
GAR000000056174,1975-09-01,GMW000000044845,B48E0069,3,-49.9,-50.9,1.45,52.35,,,,,,,,5722
