gar_bro_id,well,tube,date,NO3,NO3_uom,NO2,NO2_uom,NH4,NH4_uom,Ntot,Ntot_uom,PO4,PO4_uom,Ptot,Ptot_uom,Cl,Cl_uom,SO4,SO4_uom,HCO3,HCO3_uom,Ca,Ca_uom,Mg,Mg_uom,Na,Na_uom,K,K_uom,Fe,Fe_uom,Mn,Mn_uom
GAR000000064711,GMW000000041675,1,2024-11-13T11:00:00+01:00,0.05,mg/l,0.01,mg/l,5.76,mg/l,,,0.05,mg/l,0.22,mg/l,117.78,mg/l,1,mg/l,320.49,mg/l,37.06,mg/l,23.28,mg/l,73.97,mg/l,4.04,mg/l,16523.89,ug/l,541.74,ug/l
GAR000000064713,GMW000000041675,3,2024-11-13T11:00:00+01:00,0.05,mg/l,0.01,mg/l,5.48,mg/l,,,0.01,mg/l,0.49,mg/l,148.74,mg/l,1,mg/l,416.56,mg/l,155.96,mg/l,14.12,mg/l,24.5,mg/l,1.38,mg/l,13003.6,ug/l,386.69,ug/l
GAR000000064672,GMW000000083477,1,2024-11-13T11:00:00+01:00,0.05,mg/l,0.01,mg/l,15.84,mg/l,,,0.24,mg/l,0.29,mg/l,2666.28,mg/l,1,mg/l,1184.86,mg/l,96.69,mg/l,234.46,mg/l,1678.03,mg/l,65.67,mg/l,47.85,ug/l,52.54,ug/l
GAR000000066971,GMW000000015415,1,2024-11-14T11:00:00+01:00,0.12,mg/l,0.01,mg/l,1.41,mg/l,,,0.02,mg/l,0.63,mg/l,92.46,mg/l,1,mg/l,425.1,mg/l,118.07,mg/l,5.88,mg/l,59.86,mg/l,3.67,mg/l,11588.28,ug/l,636.87,ug/l
GAR000000064912,GMW000000017627,2,2024-11-14T11:00:00+01:00,0.05,mg/l,0.01,mg/l,0.26,mg/l,,,0.09,mg/l,0.19,mg/l,83.68,mg/l,34.78,mg/l,293.77,mg/l,109.38,mg/l,7.29,mg/l,38.9,mg/l,2.51,mg/l,558.44,ug/l,439.29,ug/l
GAR000000067007,GMW000000034099,3,2024-11-14T11:00:00+01:00,0.05,mg/l,0.01,mg/l,10.31,mg/l,,,0.03,mg/l,1.89,mg/l,163.02,mg/l,1,mg/l,366.3,mg/l,89.5,mg/l,16.56,mg/l,85.1,mg/l,3.61,mg/l,9229.76,ug/l,778.02,ug/l
GAR000000064751,GMW000000041804,2,2024-11-14T11:00:00+01:00,0.07,mg/l,0.01,mg/l,4.55,mg/l,,,0.01,mg/l,0.32,mg/l,753.9,mg/l,1,mg/l,457.13,mg/l,256.4,mg/l,20.69,mg/l,321.62,mg/l,3.9,mg/l,20128.51,ug/l,630.68,ug/l
GAR000000064709,GMW000000083479,1,2024-11-14T11:00:00+01:00,0.05,mg/l,0.01,mg/l,3.43,mg/l,,,0.01,mg/l,0.38,mg/l,48.32,mg/l,1,mg/l,366.97,mg/l,100.4,mg/l,8.08,mg/l,18.76,mg/l,1.26,mg/l,12225.75,ug/l,557.81,ug/l
GAR000000064746,GMW000000083486,1,2024-11-14T11:00:00+01:00,0.47,mg/l,0.01,mg/l,0.02,mg/l,,,0.01,mg/l,0.06,mg/l,25.13,mg/l,7.86,mg/l,5.3,mg/l,1.47,mg/l,0.34,mg/l,16.98,mg/l,7.81,mg/l,105.11,ug/l,16.75,ug/l
GAR000000064919,GMW000000017617,1,2024-11-15T11:00:00+01:00,0.24,mg/l,0.01,mg/l,3.07,mg/l,,,0.81,mg/l,1.13,mg/l,69.75,mg/l,94.93,mg/l,446.21,mg/l,99.29,mg/l,36.42,mg/l,37.47,mg/l,25.36,mg/l,1391.88,ug/l,496.8,ug/l
GAR000000064921,GMW000000017617,4,2024-11-15T11:00:00+01:00,0.05,mg/l,0.01,mg/l,3.25,mg/l,,,1.35,mg/l,1.56,mg/l,39.98,mg/l,1,mg/l,242.53,mg/l,26.75,mg/l,21.17,mg/l,19.07,mg/l,14.64,mg/l,700.48,ug/l,92.52,ug/l
GAR000000064750,GMW000000041804,1,2024-11-15T11:00:00+01:00,0.05,mg/l,0.01,mg/l,3.67,mg/l,,,0.01,mg/l,0.35,mg/l,207.27,mg/l,1,mg/l,416.75,mg/l,172.5,mg/l,11.72,mg/l,60.52,mg/l,2.37,mg/l,7140.24,ug/l,568.47,ug/l
GAR000000066996,GMW000000015372,1,2024-11-18T11:00:00+01:00,0.05,mg/l,0.01,mg/l,0.04,mg/l,,,0.61,mg/l,0.65,mg/l,17.21,mg/l,13.4,mg/l,132.61,mg/l,37.78,mg/l,4.87,mg/l,9.24,mg/l,5.04,mg/l,9021.62,ug/l,89.52,ug/l
GAR000000064917,GMW000000017635,2,2024-11-18T11:00:00+01:00,0.05,mg/l,0.01,mg/l,5,mg/l,,,0.1,mg/l,1.42,mg/l,51.15,mg/l,1,mg/l,445.36,mg/l,120.62,mg/l,11.72,mg/l,18.72,mg/l,9.96,mg/l,6384.02,ug/l,928.53,ug/l
GAR000000067013,GMW000000034138,1,2024-11-18T11:00:00+01:00,0.05,mg/l,0.01,mg/l,1.33,mg/l,,,0.11,mg/l,0.18,mg/l,34.61,mg/l,6.84,mg/l,560.77,mg/l,131.96,mg/l,27.44,mg/l,26.5,mg/l,7.74,mg/l,1920.46,ug/l,528.07,ug/l
GAR000000064729,GMW000000083483,3,2024-11-18T11:00:00+01:00,1.58,mg/l,0.01,mg/l,1.26,mg/l,,,0.01,mg/l,0.05,mg/l,29.72,mg/l,23.29,mg/l,3,mg/l,3.76,mg/l,1.65,mg/l,17.46,mg/l,1.62,mg/l,1340.88,ug/l,46.2,ug/l
GAR000000067022,GMW000000015188,2,2024-11-19T11:00:00+01:00,3.52,mg/l,0.01,mg/l,0.02,mg/l,,,0.01,mg/l,0.05,mg/l,20.65,mg/l,21.95,mg/l,49.47,mg/l,9.34,mg/l,6.15,mg/l,12.94,mg/l,1.11,mg/l,20,ug/l,2.44,ug/l
GAR000000064929,GMW000000017621,1,2024-11-19T11:00:00+01:00,3.17,mg/l,0.1,mg/l,0.02,mg/l,,,0.67,mg/l,0.81,mg/l,35.88,mg/l,11.44,mg/l,299.26,mg/l,102.73,mg/l,3.08,mg/l,18.75,mg/l,7.91,mg/l,20,ug/l,41.85,ug/l
GAR000000067019,GMW000000034296,1,2024-11-19T11:00:00+01:00,0.92,mg/l,0.01,mg/l,0.02,mg/l,,,0.01,mg/l,0.05,mg/l,3.89,mg/l,5.27,mg/l,35.31,mg/l,15.44,mg/l,0.25,mg/l,3.8,mg/l,0.5,mg/l,20,ug/l,1.56,ug/l
GAR000000064946,GMW000000017641,2,2024-11-20T11:00:00+01:00,0.07,mg/l,0.01,mg/l,1.47,mg/l,,,0.03,mg/l,1.71,mg/l,146.11,mg/l,55.98,mg/l,420.77,mg/l,127.88,mg/l,13.61,mg/l,85.64,mg/l,47.12,mg/l,4971.91,ug/l,376.37,ug/l
GAR000000064849,GMW000000038765,3,2024-11-20T11:00:00+01:00,0.08,mg/l,0.01,mg/l,0.72,mg/l,,,0.01,mg/l,0.39,mg/l,35.26,mg/l,8.1,mg/l,338.97,mg/l,115.83,mg/l,4.62,mg/l,21.25,mg/l,1.7,mg/l,5009.75,ug/l,304.96,ug/l
GAR000000064808,GMW000000038615,1,2024-11-22T11:00:00+01:00,0.05,mg/l,0.01,mg/l,4.97,mg/l,,,7.15,mg/l,7.3,mg/l,2132.04,mg/l,1.63,mg/l,1782.84,mg/l,37.42,mg/l,90.5,mg/l,1671.5,mg/l,59.65,mg/l,40,ug/l,109.48,ug/l
GAR000000064956,GMW000000038653,3,2024-11-22T11:00:00+01:00,0.05,mg/l,0.01,mg/l,8.29,mg/l,,,0.2,mg/l,0.37,mg/l,576.08,mg/l,1,mg/l,1367.8,mg/l,101.95,mg/l,31.56,mg/l,697.42,mg/l,15.2,mg/l,1366.09,ug/l,692.75,ug/l
GAR000000064813,GMW000000038632,3,2024-11-25T11:00:00+01:00,0.05,mg/l,0.01,mg/l,40.07,mg/l,,,0.01,mg/l,1.47,mg/l,2325.67,mg/l,1,mg/l,1029.25,mg/l,359.88,mg/l,144.31,mg/l,1096.45,mg/l,24.79,mg/l,39492.34,ug/l,724.04,ug/l
GAR000000064805,GMW000000017638,1,2024-11-26T11:00:00+01:00,0.05,mg/l,0.01,mg/l,1.09,mg/l,,,0.43,mg/l,0.44,mg/l,43.47,mg/l,16.55,mg/l,577.85,mg/l,154.83,mg/l,19.2,mg/l,25.17,mg/l,12.79,mg/l,20,ug/l,268.42,ug/l
GAR000000064807,GMW000000017638,4,2024-11-26T11:00:00+01:00,0.21,mg/l,0.01,mg/l,11.88,mg/l,,,3.18,mg/l,4.38,mg/l,91.01,mg/l,1.92,mg/l,567.42,mg/l,42.79,mg/l,31.67,mg/l,123.09,mg/l,27.33,mg/l,3244.02,ug/l,184.03,ug/l
GAR000000064794,GMW000000038666,1,2024-11-26T11:00:00+01:00,0.05,mg/l,0.01,mg/l,1.58,mg/l,,,0.97,mg/l,1.01,mg/l,158.34,mg/l,9.74,mg/l,504.53,mg/l,104.5,mg/l,25.1,mg/l,119.95,mg/l,20.05,mg/l,650.98,ug/l,253.55,ug/l
GAR000000064823,GMW000000017632,2,2024-11-27T11:00:00+01:00,0.05,mg/l,0.01,mg/l,20.97,mg/l,,,1.01,mg/l,3.65,mg/l,52.89,mg/l,1,mg/l,689.36,mg/l,112.23,mg/l,45.24,mg/l,34.43,mg/l,22.95,mg/l,6809.82,ug/l,617.67,ug/l
GAR000000064801,GMW000000017656,4,2024-11-27T11:00:00+01:00,0.08,mg/l,0.01,mg/l,7.26,mg/l,,,0.57,mg/l,2.44,mg/l,144.39,mg/l,1.57,mg/l,749.08,mg/l,98.78,mg/l,56.97,mg/l,120.67,mg/l,30.33,mg/l,4646.87,ug/l,610.22,ug/l
GAR000000064886,GMW000000006546,2,2024-11-28T11:00:00+01:00,0.05,mg/l,0.01,mg/l,0.14,mg/l,,,0.05,mg/l,0.1,mg/l,33.68,mg/l,12.79,mg/l,193.91,mg/l,59.92,mg/l,4.36,mg/l,17.63,mg/l,1.99,mg/l,20,ug/l,26.05,ug/l
GAR000000064947,GMW000000017641,4,2024-11-28T11:00:00+01:00,0.05,mg/l,0.01,mg/l,2.07,mg/l,,,0.99,mg/l,1.17,mg/l,38.52,mg/l,1,mg/l,252.84,mg/l,31.85,mg/l,23.71,mg/l,20.63,mg/l,18.89,mg/l,725.19,ug/l,132.93,ug/l
GAR000000064943,GMW000000017621,2,2024-11-29T11:00:00+01:00,0.05,mg/l,0.01,mg/l,2.53,mg/l,,,1.37,mg/l,1.36,mg/l,123.87,mg/l,1,mg/l,513.74,mg/l,66.97,mg/l,4.44,mg/l,170.06,mg/l,8.07,mg/l,80.09,ug/l,288.67,ug/l
GAR000000064790,GMW000000017625,4,2024-11-29T11:00:00+01:00,0.05,mg/l,0.01,mg/l,26.72,mg/l,,,0.01,mg/l,3.8,mg/l,298.25,mg/l,1,mg/l,969.59,mg/l,163.46,mg/l,65.84,mg/l,221.23,mg/l,24.09,mg/l,25882.82,ug/l,927.2,ug/l
GAR000000064889,GMW000000006547,2,2024-12-02T11:00:00+01:00,0.05,mg/l,0.01,mg/l,0.17,mg/l,,,0.08,mg/l,0.13,mg/l,65.65,mg/l,21.16,mg/l,276.63,mg/l,88.56,mg/l,9.56,mg/l,31.96,mg/l,2.51,mg/l,1926.78,ug/l,188.46,ug/l
GAR000000064789,GMW000000017625,2,2024-12-02T11:00:00+01:00,0.05,mg/l,0.01,mg/l,34.43,mg/l,,,0.01,mg/l,5.22,mg/l,149.94,mg/l,1,mg/l,789.64,mg/l,97,mg/l,49.84,mg/l,117.46,mg/l,20.98,mg/l,24661.19,ug/l,883.24,ug/l
GAR000000064876,GMW000000038570,3,2024-12-03T11:00:00+01:00,0.12,mg/l,0.01,mg/l,3.84,mg/l,,,0.01,mg/l,0.19,mg/l,577.08,mg/l,1,mg/l,404.61,mg/l,296.04,mg/l,33.73,mg/l,121.43,mg/l,7.85,mg/l,6640.99,ug/l,374.68,ug/l
GAR000000064804,GMW000000017626,4,2024-12-04T11:00:00+01:00,0.26,mg/l,0.01,mg/l,23.71,mg/l,,,0.01,mg/l,2.52,mg/l,2444.37,mg/l,1,mg/l,676.18,mg/l,239.95,mg/l,154.97,mg/l,1311.65,mg/l,38.53,mg/l,19340.76,ug/l,732.35,ug/l
GAR000000064802,GMW000000017626,1,2024-12-09T11:00:00+01:00,0.05,mg/l,0.01,mg/l,78.24,mg/l,,,13.75,mg/l,16.15,mg/l,3991.82,mg/l,1,mg/l,3428.38,mg/l,284.5,mg/l,422.95,mg/l,2383.24,mg/l,91.85,mg/l,3757.85,ug/l,845.53,ug/l
GAR000000064811,GMW000000038809,3,2024-12-09T11:00:00+01:00,0.05,mg/l,0.01,mg/l,11.03,mg/l,,,0.01,mg/l,1.54,mg/l,3608.22,mg/l,1,mg/l,1078.66,mg/l,327.37,mg/l,224.14,mg/l,1976.3,mg/l,73.55,mg/l,9074.03,ug/l,276.6,ug/l
GAR000000064797,GMW000000017649,2,2024-12-10T11:00:00+01:00,0.11,mg/l,0.01,mg/l,8.11,mg/l,,,2.31,mg/l,2.91,mg/l,79.16,mg/l,1.38,mg/l,449.2,mg/l,81.58,mg/l,48.07,mg/l,24.23,mg/l,16.54,mg/l,3755,ug/l,500.34,ug/l
GAR000000067485,GMW000000079662,3,2025-04-03T13:00:00+02:00,15.264,mg/l,,,2.531,mg/l,,,,,0.05,mg/l,20.657,mg/l,37.734,mg/l,,,18.216,mg/l,5.344,mg/l,15.831,mg/l,23.254,mg/l,50,ug/l,1881,ug/l
GAR000000067160,GMW000000038539,1,2025-04-07T13:00:00+02:00,0.029,mg/l,,,0.071,mg/l,,,,,0.104,mg/l,27.146,mg/l,64.686,mg/l,,,135.734,mg/l,7.934,mg/l,6.366,mg/l,0.937,mg/l,2616,ug/l,653,ug/l
GAR000000067357,GMW000000038777,2,2025-04-07T13:00:00+02:00,13.968,mg/l,,,0.047,mg/l,,,,,0.09,mg/l,28.692,mg/l,34.542,mg/l,,,154.535,mg/l,10.036,mg/l,19.623,mg/l,2.41,mg/l,50,ug/l,4,ug/l
GAR000000067382,GMW000000038810,3,2025-04-07T13:00:00+02:00,11.842,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,31.473,mg/l,30.739,mg/l,,,140.962,mg/l,12.379,mg/l,11.221,mg/l,1.628,mg/l,50,ug/l,4,ug/l
GAR000000067232,GMW000000038639,1,2025-04-08T13:00:00+02:00,17.474,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,16.579,mg/l,75.32,mg/l,,,53.419,mg/l,9.227,mg/l,21.297,mg/l,4.076,mg/l,50,ug/l,18,ug/l
GAR000000067299,GMW000000038712,1,2025-04-08T13:00:00+02:00,13.239,mg/l,,,0.047,mg/l,,,,,0.075,mg/l,27.343,mg/l,62.718,mg/l,,,135.568,mg/l,18.769,mg/l,9.552,mg/l,0.727,mg/l,50,ug/l,4,ug/l
GAR000000067477,GMW000000038918,1,2025-04-08T13:00:00+02:00,4.953,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,45.223,mg/l,43.485,mg/l,,,120.072,mg/l,9.852,mg/l,35.675,mg/l,2.962,mg/l,50,ug/l,4,ug/l
GAR000000067200,GMW000000038597,1,2025-04-09T13:00:00+02:00,7.564,mg/l,,,0.056,mg/l,,,,,0.05,mg/l,26.353,mg/l,33.805,mg/l,,,154.694,mg/l,18.266,mg/l,13.069,mg/l,17.252,mg/l,50,ug/l,238,ug/l
GAR000000067297,GMW000000038710,3,2025-04-09T13:00:00+02:00,0.029,mg/l,,,0.267,mg/l,,,,,0.194,mg/l,5.841,mg/l,1,mg/l,,,43.391,mg/l,3.558,mg/l,8.947,mg/l,1.161,mg/l,554,ug/l,70,ug/l
GAR000000067418,GMW000000038843,1,2025-04-09T13:00:00+02:00,0.029,mg/l,,,2.996,mg/l,,,,,0.256,mg/l,86.385,mg/l,41.866,mg/l,,,242.211,mg/l,13.823,mg/l,53.879,mg/l,1.835,mg/l,14049,ug/l,1179,ug/l
GAR000000067444,GMW000000038868,1,2025-04-09T13:00:00+02:00,8.765,mg/l,,,1.022,mg/l,,,,,0.05,mg/l,30.911,mg/l,21.823,mg/l,,,12.62,mg/l,1.711,mg/l,20.479,mg/l,8.904,mg/l,50,ug/l,925,ug/l
GAR000000067328,GMW000000038744,1,2025-04-10T13:00:00+02:00,0.029,mg/l,,,0.265,mg/l,,,,,0.107,mg/l,115.584,mg/l,143.102,mg/l,,,51.079,mg/l,12.77,mg/l,80.384,mg/l,3.108,mg/l,18823,ug/l,638,ug/l
GAR000000067424,GMW000000038848,1,2025-04-10T13:00:00+02:00,0.029,mg/l,,,4.086,mg/l,,,,,0.101,mg/l,26.489,mg/l,5.606,mg/l,,,6.7,mg/l,1.227,mg/l,16.959,mg/l,1.427,mg/l,7931,ug/l,53,ug/l
GAR000000067144,GMW000000038910,1,2025-04-10T13:00:00+02:00,7.184,mg/l,,,0.05,mg/l,,,,,0.05,mg/l,37.388,mg/l,152.862,mg/l,,,31.293,mg/l,3.767,mg/l,124.743,mg/l,6.094,mg/l,50,ug/l,5,ug/l
GAR000000067245,GMW000000038651,1,2025-04-14T13:00:00+02:00,0.029,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,10.341,mg/l,2.258,mg/l,,,6.7,mg/l,0.75,mg/l,8.918,mg/l,0.53,mg/l,2591,ug/l,47,ug/l
GAR000000067305,GMW000000038721,1,2025-04-14T13:00:00+02:00,0.65,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,23.758,mg/l,27.711,mg/l,,,6.7,mg/l,1.39,mg/l,12.639,mg/l,1.19,mg/l,50,ug/l,17,ug/l
GAR000000067207,GMW000000038609,1,2025-04-15T13:00:00+02:00,0.029,mg/l,,,0.54,mg/l,,,,,0.095,mg/l,49.857,mg/l,60.203,mg/l,,,25.317,mg/l,7.755,mg/l,24.743,mg/l,2.298,mg/l,30534,ug/l,568,ug/l
GAR000000067363,GMW000000038784,2,2025-04-15T13:00:00+02:00,0.029,mg/l,,,0.662,mg/l,,,,,0.147,mg/l,94.857,mg/l,1,mg/l,,,121.849,mg/l,14.868,mg/l,22.735,mg/l,2.115,mg/l,6346,ug/l,144,ug/l
GAR000000067188,GMW000000038581,1,2025-04-16T13:00:00+02:00,0.029,mg/l,,,1.03,mg/l,,,,,0.228,mg/l,22.252,mg/l,135.193,mg/l,,,101.702,mg/l,7.944,mg/l,18.405,mg/l,8.45,mg/l,36567,ug/l,1513,ug/l
GAR000000067365,GMW000000038789,1,2025-04-16T13:00:00+02:00,17.138,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,32.485,mg/l,86.621,mg/l,,,50.211,mg/l,15.031,mg/l,14.944,mg/l,1.367,mg/l,50,ug/l,67,ug/l
GAR000000067154,GMW000000038531,1,2025-04-17T13:00:00+02:00,0.029,mg/l,,,0.068,mg/l,,,,,0.05,mg/l,32.776,mg/l,38.013,mg/l,,,9.058,mg/l,2.834,mg/l,12.001,mg/l,3.104,mg/l,16305,ug/l,99,ug/l
GAR000000067403,GMW000000038829,1,2025-04-17T13:00:00+02:00,0.029,mg/l,,,3.397,mg/l,,,,,0.052,mg/l,84.674,mg/l,132.66,mg/l,,,21.01,mg/l,11.357,mg/l,53.291,mg/l,5.675,mg/l,28514,ug/l,504,ug/l
GAR000000067294,GMW000000038707,1,2025-04-22T13:00:00+02:00,0.029,mg/l,,,0.068,mg/l,,,,,0.05,mg/l,41.632,mg/l,128.757,mg/l,,,43.905,mg/l,13.767,mg/l,34.405,mg/l,16.057,mg/l,987,ug/l,202,ug/l
GAR000000067333,GMW000000038749,1,2025-04-22T13:00:00+02:00,3.338,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,7.181,mg/l,14.143,mg/l,,,6.7,mg/l,3.678,mg/l,5.358,mg/l,2.21,mg/l,50,ug/l,46,ug/l
GAR000000067242,GMW000000038648,1,2025-04-23T13:00:00+02:00,36.041,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,76.652,mg/l,97.384,mg/l,,,66.63,mg/l,17.282,mg/l,31.49,mg/l,35.459,mg/l,50,ug/l,121,ug/l
GAR000000067276,GMW000000038687,1,2025-04-23T13:00:00+02:00,13.848,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,27.276,mg/l,74.958,mg/l,,,55.183,mg/l,15.212,mg/l,22.13,mg/l,56.905,mg/l,50,ug/l,198,ug/l
GAR000000067298,GMW000000038711,1,2025-04-23T13:00:00+02:00,9.423,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,92.61,mg/l,71.619,mg/l,,,43.446,mg/l,15.345,mg/l,32.89,mg/l,12.598,mg/l,50,ug/l,180,ug/l
GAR000000067143,GMW000000038909,1,2025-04-23T13:00:00+02:00,2.752,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,39.935,mg/l,53.188,mg/l,,,49.119,mg/l,10.333,mg/l,29.632,mg/l,27.92,mg/l,65,ug/l,36,ug/l
GAR000000067150,GMW000000038527,1,2025-04-24T13:00:00+02:00,6.402,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,115.587,mg/l,75.522,mg/l,,,17.757,mg/l,1.987,mg/l,101.319,mg/l,5.337,mg/l,50,ug/l,167,ug/l
GAR000000067175,GMW000000038561,1,2025-04-24T13:00:00+02:00,27.972,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,33.527,mg/l,39.088,mg/l,,,28.99,mg/l,9.679,mg/l,13.018,mg/l,24.387,mg/l,50,ug/l,17,ug/l
GAR000000067226,GMW000000038631,1,2025-04-28T13:00:00+02:00,0.029,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,5.142,mg/l,2.284,mg/l,,,6.7,mg/l,0.75,mg/l,5.031,mg/l,0.53,mg/l,2376,ug/l,103,ug/l
GAR000000067462,GMW000000038892,1,2025-04-28T13:00:00+02:00,0.029,mg/l,,,0.89,mg/l,,,,,0.259,mg/l,56.846,mg/l,8.513,mg/l,,,57.356,mg/l,6.778,mg/l,31.15,mg/l,0.942,mg/l,8213,ug/l,408,ug/l
GAR000000067192,GMW000000038587,1,2025-04-29T13:00:00+02:00,0.029,mg/l,,,0.178,mg/l,,,,,0.05,mg/l,16.269,mg/l,30.997,mg/l,,,22.457,mg/l,8.132,mg/l,42.087,mg/l,24.35,mg/l,797,ug/l,568,ug/l
GAR000000067265,GMW000000038673,1,2025-04-29T13:00:00+02:00,9.726,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,19.736,mg/l,57.214,mg/l,,,27.213,mg/l,7.171,mg/l,22.661,mg/l,5.963,mg/l,50,ug/l,6,ug/l
GAR000000067489,GMW000000079814,1,2025-04-29T13:00:00+02:00,0.029,mg/l,,,0.532,mg/l,,,,,0.33,mg/l,7.443,mg/l,1,mg/l,,,63.842,mg/l,4.627,mg/l,9.083,mg/l,1.413,mg/l,6784,ug/l,259,ug/l
GAR000000067293,GMW000000038705,1,2025-04-30T13:00:00+02:00,0.029,mg/l,,,0.145,mg/l,,,,,0.05,mg/l,10.027,mg/l,13.615,mg/l,,,6.7,mg/l,2.149,mg/l,6.877,mg/l,1.748,mg/l,3391,ug/l,43,ug/l
GAR000000067376,GMW000000038802,1,2025-04-30T13:00:00+02:00,11.515,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,11.095,mg/l,56.145,mg/l,,,37.341,mg/l,4.7,mg/l,12.759,mg/l,9.071,mg/l,50,ug/l,11,ug/l
GAR000000067407,GMW000000038833,1,2025-04-30T13:00:00+02:00,0.029,mg/l,,,1.375,mg/l,,,,,0.195,mg/l,45.835,mg/l,78.778,mg/l,,,124.481,mg/l,15.622,mg/l,60.752,mg/l,1.875,mg/l,17127,ug/l,747,ug/l
GAR000000067195,GMW000000038589,1,2025-05-01T13:00:00+02:00,3.98,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,37.329,mg/l,20.721,mg/l,,,6.7,mg/l,1.524,mg/l,31.692,mg/l,10.564,mg/l,56,ug/l,50,ug/l
GAR000000067336,GMW000000038753,1,2025-05-01T13:00:00+02:00,0.029,mg/l,,,0.15,mg/l,,,,,0.256,mg/l,29.924,mg/l,174.616,mg/l,,,75.567,mg/l,9,mg/l,21.095,mg/l,4.042,mg/l,37744,ug/l,2136,ug/l
GAR000000067392,GMW000000038821,1,2025-05-01T13:00:00+02:00,3.251,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,10.778,mg/l,30.232,mg/l,,,6.7,mg/l,0.864,mg/l,10.154,mg/l,1.243,mg/l,50,ug/l,130,ug/l
GAR000000067341,GMW000000038757,1,2025-05-06T13:00:00+02:00,0.029,mg/l,,,0.203,mg/l,,,,,0.352,mg/l,25.539,mg/l,3.646,mg/l,,,58.555,mg/l,2.778,mg/l,27.686,mg/l,4.115,mg/l,2024,ug/l,290,ug/l
GAR000000067399,GMW000000038826,1,2025-05-06T13:00:00+02:00,0.029,mg/l,,,0.431,mg/l,,,,,0.167,mg/l,15.628,mg/l,1,mg/l,,,59.026,mg/l,4.592,mg/l,10.234,mg/l,1.125,mg/l,6273,ug/l,406,ug/l
GAR000000067443,GMW000000038867,1,2025-05-06T13:00:00+02:00,4.22,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,68.069,mg/l,45.064,mg/l,,,51.541,mg/l,7.584,mg/l,46.44,mg/l,17.912,mg/l,50,ug/l,95,ug/l
GAR000000067466,GMW000000038898,1,2025-05-06T13:00:00+02:00,0.029,mg/l,,,2.59,mg/l,,,,,1.22,mg/l,44.141,mg/l,152.354,mg/l,,,140.045,mg/l,10.164,mg/l,13.893,mg/l,0.598,mg/l,44024,ug/l,7348,ug/l
GAR000000067177,GMW000000038563,1,2025-05-07T13:00:00+02:00,0.064,mg/l,,,0.585,mg/l,,,,,0.059,mg/l,22.398,mg/l,40.62,mg/l,,,124.874,mg/l,13.16,mg/l,11.763,mg/l,27.115,mg/l,6397,ug/l,695,ug/l
GAR000000067217,GMW000000038623,1,2025-05-07T13:00:00+02:00,1.291,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,4.723,mg/l,4.109,mg/l,,,6.7,mg/l,1.081,mg/l,4.3,mg/l,0.768,mg/l,50,ug/l,4,ug/l
GAR000000067371,GMW000000038795,1,2025-05-07T13:00:00+02:00,0.029,mg/l,,,0.053,mg/l,,,,,0.05,mg/l,13.971,mg/l,45.834,mg/l,,,14.281,mg/l,1.637,mg/l,12.492,mg/l,2.845,mg/l,2631,ug/l,40,ug/l
GAR000000067324,GMW000000038743,1,2025-05-08T13:00:00+02:00,0.029,mg/l,,,0.235,mg/l,,,,,0.88,mg/l,57.704,mg/l,47.534,mg/l,,,112.03,mg/l,12.873,mg/l,30.384,mg/l,2.519,mg/l,9200,ug/l,1032,ug/l
GAR000000067326,GMW000000038743,3,2025-05-08T13:00:00+02:00,0.029,mg/l,,,0.161,mg/l,,,,,0.199,mg/l,76.25,mg/l,63.069,mg/l,,,80.199,mg/l,10.769,mg/l,40.97,mg/l,4.841,mg/l,3094,ug/l,658,ug/l
GAR000000067405,GMW000000038831,1,2025-05-08T13:00:00+02:00,0.029,mg/l,,,0.769,mg/l,,,,,0.377,mg/l,33.579,mg/l,224.542,mg/l,,,155.108,mg/l,19.282,mg/l,19.262,mg/l,2.368,mg/l,13302,ug/l,1217,ug/l
GAR000000067415,GMW000000038840,1,2025-05-08T13:00:00+02:00,6.185,mg/l,,,0.047,mg/l,,,,,0.206,mg/l,78.831,mg/l,29.358,mg/l,,,76.086,mg/l,6.857,mg/l,47.247,mg/l,7.972,mg/l,50,ug/l,4,ug/l
