FID,Rapportagejaar,WaterlichaamCode,KRWkwaliteitselementCode,KRWkwaliteitselementOmschrijving,Classificatie,naam,lengteKM,oppervlakteKM2,stroomgebieddistrictNaam,oppervlaktewaterCategorie,oppervlaktewaterWatertypeCode,oppervlaktewaterWatertypeOmschrijving,waterbeheerderCode,waterbeheerderNaam
KRWoppervlaktewaterlichamen_toestand_ecologie.NL25_51.Ntot,2020,NL25_51,Ntot,Stikstof totaal,Matig,Chaamse beken,41.58,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,25,Waterschap Brabantse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL25_52.Ptot,2020,NL25_52,Ptot,Fosfor totaal,Matig,Strijbeekse beek,15.04,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,25,Waterschap Brabantse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL25_52.Ntot,2020,NL25_52,Ntot,Stikstof totaal,Matig,Strijbeekse beek,15.04,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,25,Waterschap Brabantse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL25_52.Nanorg,2020,NL25_52,Nanorg,DIN,Niet van toepassing,Strijbeekse beek,15.04,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,25,Waterschap Brabantse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL25_54.Ntot,2020,NL25_54,Ntot,Stikstof totaal,Ontoereikend,Galdersche beek,9.41,,Maas,Rivier,R19,Doorstroommoeras,25,Waterschap Brabantse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL25_54.Ptot,2020,NL25_54,Ptot,Fosfor totaal,Goed,Galdersche beek,9.41,,Maas,Rivier,R19,Doorstroommoeras,25,Waterschap Brabantse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL25_54.Nanorg,2020,NL25_54,Nanorg,DIN,Niet van toepassing,Galdersche beek,9.41,,Maas,Rivier,R19,Doorstroommoeras,25,Waterschap Brabantse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL25_57.Ntot,2020,NL25_57,Ntot,Stikstof totaal,Matig,Bijloop - Turfvaart,38.36,,Maas,Rivier,R19,Doorstroommoeras,25,Waterschap Brabantse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL25_57.Nanorg,2020,NL25_57,Nanorg,DIN,Niet van toepassing,Bijloop - Turfvaart,38.36,,Maas,Rivier,R19,Doorstroommoeras,25,Waterschap Brabantse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL25_57.Ptot,2020,NL25_57,Ptot,Fosfor totaal,Matig,Bijloop - Turfvaart,38.36,,Maas,Rivier,R19,Doorstroommoeras,25,Waterschap Brabantse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL25_59.Nanorg,2020,NL25_59,Nanorg,DIN,Niet van toepassing,Molenbeek,14.61,,Maas,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,25,Waterschap Brabantse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL25_59.Ntot,2020,NL25_59,Ntot,Stikstof totaal,Matig,Molenbeek,14.61,,Maas,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,25,Waterschap Brabantse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL25_59.Ptot,2020,NL25_59,Ptot,Fosfor totaal,Matig,Molenbeek,14.61,,Maas,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,25,Waterschap Brabantse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL25_61.Nanorg,2020,NL25_61,Nanorg,DIN,Niet van toepassing,Ligne,,0.11776,Maas,Meer,M10,Laagveen vaarten en kanalen,25,Waterschap Brabantse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL25_61.Ptot,2020,NL25_61,Ptot,Fosfor totaal,Goed,Ligne,,0.11776,Maas,Meer,M10,Laagveen vaarten en kanalen,25,Waterschap Brabantse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL25_61.Ntot,2020,NL25_61,Ntot,Stikstof totaal,Goed,Ligne,,0.11776,Maas,Meer,M10,Laagveen vaarten en kanalen,25,Waterschap Brabantse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL25_62.Nanorg,2020,NL25_62,Nanorg,DIN,Niet van toepassing,Merkske,18.14,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,25,Waterschap Brabantse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL25_62.Ntot,2020,NL25_62,Ntot,Stikstof totaal,Matig,Merkske,18.14,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,25,Waterschap Brabantse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL25_62.Ptot,2020,NL25_62,Ptot,Fosfor totaal,Goed,Merkske,18.14,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,25,Waterschap Brabantse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL25_63.Ntot,2020,NL25_63,Ntot,Stikstof totaal,Ontoereikend,Gat van den Ham,,0.0858,Maas,Meer,M14,Grote ondiepe gebufferde plassen,25,Waterschap Brabantse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL25_63.Ptot,2020,NL25_63,Ptot,Fosfor totaal,Matig,Gat van den Ham,,0.0858,Maas,Meer,M14,Grote ondiepe gebufferde plassen,25,Waterschap Brabantse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL25_63.Nanorg,2020,NL25_63,Nanorg,DIN,Niet van toepassing,Gat van den Ham,,0.0858,Maas,Meer,M14,Grote ondiepe gebufferde plassen,25,Waterschap Brabantse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_B_1_2.Nanorg,2020,NL27_B_1_2,Nanorg,DIN,Niet van toepassing,Groote Beerze,79.49,,Maas,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_B_1_2.Ntot,2020,NL27_B_1_2,Ntot,Stikstof totaal,Goed,Groote Beerze,79.49,,Maas,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_B_1_2.Ptot,2020,NL27_B_1_2,Ptot,Fosfor totaal,Goed,Groote Beerze,79.49,,Maas,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_B_2_2.Ntot,2020,NL27_B_2_2,Ntot,Stikstof totaal,Goed,Kleine Beerze,22.75,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_B_2_2.Nanorg,2020,NL27_B_2_2,Nanorg,DIN,Niet van toepassing,Kleine Beerze,22.75,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_B_2_2.Ptot,2020,NL27_B_2_2,Ptot,Fosfor totaal,Goed,Kleine Beerze,22.75,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_B_3_2.Ptot,2020,NL27_B_3_2,Ptot,Fosfor totaal,Matig,Rosep,14.7,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_B_3_2.Ntot,2020,NL27_B_3_2,Ntot,Stikstof totaal,Goed,Rosep,14.7,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_B_3_2.Nanorg,2020,NL27_B_3_2,Nanorg,DIN,Niet van toepassing,Rosep,14.7,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_BE_1_2.Ntot,2020,NL27_BE_1_2,Ntot,Stikstof totaal,Goed,Beeksche Waterloop,,0.20739,Maas,Meer,M1a,Zoete gebufferde sloten,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_BE_1_2.Ptot,2020,NL27_BE_1_2,Ptot,Fosfor totaal,Goed,Beeksche Waterloop,,0.20739,Maas,Meer,M1a,Zoete gebufferde sloten,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_BE_1_2.Nanorg,2020,NL27_BE_1_2,Nanorg,DIN,Niet van toepassing,Beeksche Waterloop,,0.20739,Maas,Meer,M1a,Zoete gebufferde sloten,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_BE_3_2.Nanorg,2020,NL27_BE_3_2,Nanorg,DIN,Niet van toepassing,Groote Waterloop,,0.06737,Maas,Meer,M1a,Zoete gebufferde sloten,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_BE_3_2.Ntot,2020,NL27_BE_3_2,Ntot,Stikstof totaal,Goed,Groote Waterloop,,0.06737,Maas,Meer,M1a,Zoete gebufferde sloten,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_BE_3_2.Ptot,2020,NL27_BE_3_2,Ptot,Fosfor totaal,Goed,Groote Waterloop,,0.06737,Maas,Meer,M1a,Zoete gebufferde sloten,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_BO_1_2.Nanorg,2020,NL27_BO_1_2,Nanorg,DIN,Niet van toepassing,Boven Dommel,29.8,,Maas,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_BO_1_2.Ntot,2020,NL27_BO_1_2,Ntot,Stikstof totaal,Matig,Boven Dommel,29.8,,Maas,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_BO_1_2.Ptot,2020,NL27_BO_1_2,Ptot,Fosfor totaal,Matig,Boven Dommel,29.8,,Maas,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_BO_2_2.Ntot,2020,NL27_BO_2_2,Ntot,Stikstof totaal,Goed,Run,16.64,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_BO_2_2.Nanorg,2020,NL27_BO_2_2,Nanorg,DIN,Niet van toepassing,Run,16.64,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_BO_2_2.Ptot,2020,NL27_BO_2_2,Ptot,Fosfor totaal,Goed,Run,16.64,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL38_1I.Ntot,2020,NL38_1I,Ntot,Stikstof totaal,Matig,Biezenloop,,0.03598,Maas,Meer,M1a,Zoete gebufferde sloten,38,Waterschap Aa en Maas
KRWoppervlaktewaterlichamen_toestand_ecologie.NL38_1I.Nanorg,2020,NL38_1I,Nanorg,DIN,Niet van toepassing,Biezenloop,,0.03598,Maas,Meer,M1a,Zoete gebufferde sloten,38,Waterschap Aa en Maas
KRWoppervlaktewaterlichamen_toestand_ecologie.NL38_1I.Ptot,2020,NL38_1I,Ptot,Fosfor totaal,Goed,Biezenloop,,0.03598,Maas,Meer,M1a,Zoete gebufferde sloten,38,Waterschap Aa en Maas
KRWoppervlaktewaterlichamen_toestand_ecologie.NL38_1J.Ptot,2020,NL38_1J,Ptot,Fosfor totaal,Niet beoordeeld,Goorloop gegraven,5.3,0.01064,Maas,Meer,M1a,Zoete gebufferde sloten,38,Waterschap Aa en Maas
KRWoppervlaktewaterlichamen_toestand_ecologie.NL38_1J.Ntot,2020,NL38_1J,Ntot,Stikstof totaal,Niet beoordeeld,Goorloop gegraven,5.3,0.01064,Maas,Meer,M1a,Zoete gebufferde sloten,38,Waterschap Aa en Maas
KRWoppervlaktewaterlichamen_toestand_ecologie.NL38_1J.Nanorg,2020,NL38_1J,Nanorg,DIN,Niet van toepassing,Goorloop gegraven,5.3,0.01064,Maas,Meer,M1a,Zoete gebufferde sloten,38,Waterschap Aa en Maas
KRWoppervlaktewaterlichamen_toestand_ecologie.NL38_2C.Ntot,2020,NL38_2C,Ntot,Stikstof totaal,Goed,Kleine Wetering,,0.01816,Maas,Meer,M1a,Zoete gebufferde sloten,38,Waterschap Aa en Maas
KRWoppervlaktewaterlichamen_toestand_ecologie.NL38_2C.Ptot,2020,NL38_2C,Ptot,Fosfor totaal,Goed,Kleine Wetering,,0.01816,Maas,Meer,M1a,Zoete gebufferde sloten,38,Waterschap Aa en Maas
KRWoppervlaktewaterlichamen_toestand_ecologie.NL38_2C.Nanorg,2020,NL38_2C,Nanorg,DIN,Niet van toepassing,Kleine Wetering,,0.01816,Maas,Meer,M1a,Zoete gebufferde sloten,38,Waterschap Aa en Maas
KRWoppervlaktewaterlichamen_toestand_ecologie.NL38_2E.Ntot,2020,NL38_2E,Ntot,Stikstof totaal,Matig,Landmeersche Loop,8,0.016,Maas,Meer,M1a,Zoete gebufferde sloten,38,Waterschap Aa en Maas
KRWoppervlaktewaterlichamen_toestand_ecologie.NL38_2E.Nanorg,2020,NL38_2E,Nanorg,DIN,Niet van toepassing,Landmeersche Loop,8,0.016,Maas,Meer,M1a,Zoete gebufferde sloten,38,Waterschap Aa en Maas
KRWoppervlaktewaterlichamen_toestand_ecologie.NL38_2E.Ptot,2020,NL38_2E,Ptot,Fosfor totaal,Goed,Landmeersche Loop,8,0.016,Maas,Meer,M1a,Zoete gebufferde sloten,38,Waterschap Aa en Maas
KRWoppervlaktewaterlichamen_toestand_ecologie.NL38_2G.Nanorg,2020,NL38_2G,Nanorg,DIN,Niet van toepassing,Leijgraaf,20.76,,Maas,Rivier,R20,Moerasbeek,38,Waterschap Aa en Maas
KRWoppervlaktewaterlichamen_toestand_ecologie.NL38_2G.Ptot,2020,NL38_2G,Ptot,Fosfor totaal,Matig,Leijgraaf,20.76,,Maas,Rivier,R20,Moerasbeek,38,Waterschap Aa en Maas
KRWoppervlaktewaterlichamen_toestand_ecologie.NL38_2G.Ntot,2020,NL38_2G,Ntot,Stikstof totaal,Ontoereikend,Leijgraaf,20.76,,Maas,Rivier,R20,Moerasbeek,38,Waterschap Aa en Maas
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_BO_3_2.Ptot,2020,NL27_BO_3_2,Ptot,Fosfor totaal,Goed,Keersop/Beekloop,30.4,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_BO_3_2.Nanorg,2020,NL27_BO_3_2,Nanorg,DIN,Niet van toepassing,Keersop/Beekloop,30.4,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_BO_3_2.Ntot,2020,NL27_BO_3_2,Ntot,Stikstof totaal,Goed,Keersop/Beekloop,30.4,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_KD_1_2.Ptot,2020,NL27_KD_1_2,Ptot,Fosfor totaal,Matig,Groote Aa/Buulder Aa,47.56,,Maas,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_KD_1_2.Ntot,2020,NL27_KD_1_2,Ntot,Stikstof totaal,Goed,Groote Aa/Buulder Aa,47.56,,Maas,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_KD_1_2.Nanorg,2020,NL27_KD_1_2,Nanorg,DIN,Niet van toepassing,Groote Aa/Buulder Aa,47.56,,Maas,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_KD_3_2.Nanorg,2020,NL27_KD_3_2,Nanorg,DIN,Niet van toepassing,Witte Loop/Peelrijt,15.68,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_KD_3_2.Ntot,2020,NL27_KD_3_2,Ntot,Stikstof totaal,Goed,Witte Loop/Peelrijt,15.68,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_KD_3_2.Ptot,2020,NL27_KD_3_2,Ptot,Fosfor totaal,Matig,Witte Loop/Peelrijt,15.68,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_L_1_2.Ptot,2020,NL27_L_1_2,Ptot,Fosfor totaal,Goed,Nieuwe Leij/Pop.L/Rov.L/Voorste Stroom,43.27,,Maas,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_L_1_2.Nanorg,2020,NL27_L_1_2,Nanorg,DIN,Niet van toepassing,Nieuwe Leij/Pop.L/Rov.L/Voorste Stroom,43.27,,Maas,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_L_1_2.Ntot,2020,NL27_L_1_2,Ntot,Stikstof totaal,Ontoereikend,Nieuwe Leij/Pop.L/Rov.L/Voorste Stroom,43.27,,Maas,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_L_2_2.Nanorg,2020,NL27_L_2_2,Nanorg,DIN,Niet van toepassing,Essche Stroom,14.52,,Maas,Rivier,R6,Langzaam stromend riviertje op zand/klei,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_L_2_2.Ntot,2020,NL27_L_2_2,Ntot,Stikstof totaal,Goed,Essche Stroom,14.52,,Maas,Rivier,R6,Langzaam stromend riviertje op zand/klei,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_L_2_2.Ptot,2020,NL27_L_2_2,Ptot,Fosfor totaal,Goed,Essche Stroom,14.52,,Maas,Rivier,R6,Langzaam stromend riviertje op zand/klei,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_R_1_2.Ntot,2020,NL27_R_1_2,Ntot,Stikstof totaal,Matig,Reusel/Raamsloop/Achterste Stroom,53,,Maas,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_R_1_2.Ptot,2020,NL27_R_1_2,Ptot,Fosfor totaal,Goed,Reusel/Raamsloop/Achterste Stroom,53,,Maas,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_R_1_2.Nanorg,2020,NL27_R_1_2,Nanorg,DIN,Niet van toepassing,Reusel/Raamsloop/Achterste Stroom,53,,Maas,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_R_2_2.Nanorg,2020,NL27_R_2_2,Nanorg,DIN,Niet van toepassing,Spruitenstroompje/Roodloop,17.17,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_R_2_2.Ntot,2020,NL27_R_2_2,Ntot,Stikstof totaal,Matig,Spruitenstroompje/Roodloop,17.17,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_R_2_2.Ptot,2020,NL27_R_2_2,Ptot,Fosfor totaal,Goed,Spruitenstroompje/Roodloop,17.17,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_R_3_2.Nanorg,2020,NL27_R_3_2,Nanorg,DIN,Niet van toepassing,Beekse Bergen,,0.64205,Maas,Meer,M20,Matig grote diepe gebufferde meren,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_R_3_2.Ntot,2020,NL27_R_3_2,Ntot,Stikstof totaal,Slecht,Beekse Bergen,,0.64205,Maas,Meer,M20,Matig grote diepe gebufferde meren,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_R_3_2.Ptot,2020,NL27_R_3_2,Ptot,Fosfor totaal,Goed,Beekse Bergen,,0.64205,Maas,Meer,M20,Matig grote diepe gebufferde meren,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_SD_1_2.Ptot,2020,NL27_SD_1_2,Ptot,Fosfor totaal,Goed,Gender,10.78,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_SD_1_2.Ntot,2020,NL27_SD_1_2,Ntot,Stikstof totaal,Goed,Gender,10.78,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_SD_1_2.Nanorg,2020,NL27_SD_1_2,Nanorg,DIN,Niet van toepassing,Gender,10.78,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_SD_2_2.Ntot,2020,NL27_SD_2_2,Ntot,Stikstof totaal,Goed,Ekkersrijt,22,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_SD_2_2.Ptot,2020,NL27_SD_2_2,Ptot,Fosfor totaal,Matig,Ekkersrijt,22,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_SD_2_2.Nanorg,2020,NL27_SD_2_2,Nanorg,DIN,Niet van toepassing,Ekkersrijt,22,,Maas,Rivier,R4a,Permanente langzaam stromende laagland bovenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_SD_3_2.Ntot,2020,NL27_SD_3_2,Ntot,Stikstof totaal,Matig,Hooidonksche Beek,,0.07661,Maas,Meer,M1a,Zoete gebufferde sloten,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_SD_3_2.Nanorg,2020,NL27_SD_3_2,Nanorg,DIN,Niet van toepassing,Hooidonksche Beek,,0.07661,Maas,Meer,M1a,Zoete gebufferde sloten,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_SD_3_2.Ptot,2020,NL27_SD_3_2,Ptot,Fosfor totaal,Matig,Hooidonksche Beek,,0.07661,Maas,Meer,M1a,Zoete gebufferde sloten,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_SD_5_2.Nanorg,2020,NL27_SD_5_2,Nanorg,DIN,Niet van toepassing,Afwateringskanaal Dommel,,0.03975,Maas,Meer,M3,Gebufferde (regionale) kanalen,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_SD_5_2.Ntot,2020,NL27_SD_5_2,Ntot,Stikstof totaal,Goed,Afwateringskanaal Dommel,,0.03975,Maas,Meer,M3,Gebufferde (regionale) kanalen,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_SD_5_2.Ptot,2020,NL27_SD_5_2,Ptot,Fosfor totaal,Goed,Afwateringskanaal Dommel,,0.03975,Maas,Meer,M3,Gebufferde (regionale) kanalen,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_SD_6_2.Ntot,2020,NL27_SD_6_2,Ntot,Stikstof totaal,Goed,Beatrixkanaal,,0.21904,Maas,Meer,M6b,Grote ondiepe kanalen met scheepvaart,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_SD_6_2.Nanorg,2020,NL27_SD_6_2,Nanorg,DIN,Niet van toepassing,Beatrixkanaal,,0.21904,Maas,Meer,M6b,Grote ondiepe kanalen met scheepvaart,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_SD_6_2.Ptot,2020,NL27_SD_6_2,Ptot,Fosfor totaal,Goed,Beatrixkanaal,,0.21904,Maas,Meer,M6b,Grote ondiepe kanalen met scheepvaart,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_T_1_2.Nanorg,2020,NL27_T_1_2,Nanorg,DIN,Niet van toepassing,Tongelreep,20.66,,Maas,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_T_1_2.Ntot,2020,NL27_T_1_2,Ntot,Stikstof totaal,Goed,Tongelreep,20.66,,Maas,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_T_1_2.Ptot,2020,NL27_T_1_2,Ptot,Fosfor totaal,Goed,Tongelreep,20.66,,Maas,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_Z_1_2.Nanorg,2020,NL27_Z_1_2,Nanorg,DIN,Niet van toepassing,Zandleij,,0.18378,Maas,Meer,M1a,Zoete gebufferde sloten,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_Z_1_2.Ntot,2020,NL27_Z_1_2,Ntot,Stikstof totaal,Ontoereikend,Zandleij,,0.18378,Maas,Meer,M1a,Zoete gebufferde sloten,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_Z_1_2.Ptot,2020,NL27_Z_1_2,Ptot,Fosfor totaal,Ontoereikend,Zandleij,,0.18378,Maas,Meer,M1a,Zoete gebufferde sloten,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_Z_2_2.Ntot,2020,NL27_Z_2_2,Ntot,Stikstof totaal,Goed,Broekleij,,0.06892,Maas,Meer,M1a,Zoete gebufferde sloten,27,Waterschap De Dommel
KRWoppervlaktewaterlichamen_toestand_ecologie.NL27_Z_2_2.Ptot,2020,NL27_Z_2_2,Ptot,Fosfor totaal,Goed,Broekleij,,0.06892,Maas,Meer,M1a,Zoete gebufferde sloten,27,Waterschap De Dommel
